 19:57:49 PM ,THIRUVANANTHAPURAM,28/03/2019 0000,78001 43371  99005 26227 00000 00105 27038 01010 92795 24050 35009 85530  18218 35011 70175 11475 06520 50590 03374 06006 40762 16768  28005 30972 31570 30020 25098 40986 29022 20246 53767 27027  15424 67363 27516 10661 80365 23506  88999  77999  31313 52108 82317=
 19:58:38 PM ,THIRUVANANTHAPURAM,28/03/2019 0000,78001 43371  99005 26227 00000 00105 27038 01010 92795 24050 35009 85530  18218 35011 70175 11475 06520 50590 03374 06006 40762 16768  28005 30972 31570 30020 25098 40986 29022 20246 53767 27027  15424 67363 27516 10661 80365 23506  88999  77999  31313 52108 82317=
